file,pred_xmin,pred_ymin,pred_xmax,pred_ymax,confidence,class,iou
0859-28_27-329&339_596&608-596&463_331&608_329&484_594&339-11_0_2_31_13_24_27-140-112.jpg,321,374,588,581,0.967946469783783,plate,0.7296
0910-11_44-130&447_591&612-538&528_130&612_183&531_591&447-0_0_6_33_30_27_24-70-443.jpg,114,458,570,596,0.9101803302764893,plate,0.7757
1091-13_37-50&434_476&648-476&648_106&560_50&434_420&522-0_0_33_21_24_30_24-99-28.jpg,86,466,447,619,0.9547290205955505,plate,0.6059
0053-2_2-315&386_424&427-424&423_318&427_315&390_421&386-0_0_2_32_10_32_29-81-7.jpg,309,384,425,427,0.7883899807929993,plate,0.896
0055-2_3-261&523_375&564-375&564_262&560_261&523_374&527-0_0_21_7_33_26_26-102-15.jpg,258,521,373,564,0.73496413230896,plate,0.9135
1927-14_27-30&353_601&635-601&635_61&491_30&353_570&497-0_0_32_31_16_24_25-46-283.jpg,76,397,592,594,0.940699577331543,plate,0.6313
1312-17_12-193&392_571&682-571&565_210&682_193&509_554&392-0_0_21_28_30_32_2-126-123.jpg,169,430,548,680,0.9480478763580322,plate,0.7676
0869-14_45-199&443_579&634-579&634_265&552_199&443_513&525-11_0_8_27_4_25_27-55-15.jpg,241,467,556,613,0.9362408518791199,plate,0.6336
0052-3_2-334&459_439&501-435&501_334&494_338&459_439&466-0_0_30_33_25_23_26-173-8.jpg,330,459,438,500,0.77788907289505,plate,0.9322
0866-0_3-117&437_575&595-564&595_117&590_128&437_575&442-0_0_3_11_25_27_24-103-294.jpg,117,445,570,583,0.9253917336463928,plate,0.8639
0056-1_7-367&407_486&447-486&445_373&447_367&409_480&407-13_3_6_27_25_31_11-97-15.jpg,364,403,485,450,0.8075886368751526,plate,0.8242
0748-6_15-199&422_600&578-600&578_218&537_199&422_581&463-0_0_11_5_25_25_33-54-104.jpg,210,435,591,562,0.9032632112503052,plate,0.7735
0054-0_1-265&488_373&530-373&530_266&529_265&488_372&489-0_0_9_6_31_25_31-165-5.jpg,266,489,370,526,0.7704469561576843,plate,0.8483
0046-8_8-376&490_460&536-460&524_376&536_376&502_460&490-0_0_15_2_27_33_31-89-7.jpg,367,489,464,533,0.775413453578949,plate,0.7991
0032-0_0-306&451_385&485-385&485_306&484_306&451_385&452-0_0_15_32_30_33_6-126-39.jpg,298,450,388,486,0.7331246733665466,plate,0.829
0976-18_37-159&468_540&682-540&682_192&566_159&468_507&584-10_0_33_30_33_25_20-137-40.jpg,178,486,528,661,0.9650495648384094,plate,0.7512
0772-21_23-202&425_498&643-498&643_207&530_202&425_493&538-0_0_25_14_30_30_25-130-21.jpg,207,443,493,628,0.9769022464752197,plate,0.82
0937-2_7-112&464_719&593-719&593_121&564_112&464_719&493-0_0_2_33_21_30_24-81-275.jpg,88,457,570,575,0.4353486895561218,plate,0.6028
0036-0_4-269&506_352&543-349&543_269&542_272&506_352&507-0_0_18_17_31_30_30-86-32.jpg,263,505,355,544,0.7394399046897888,plate,0.8559
0053-3_1-284&506_388&549-385&549_284&543_287&506_388&512-0_0_21_31_5_27_27-80-18.jpg,275,504,390,550,0.7729892134666443,plate,0.8454
0809-5_13-146&437_556&602-556&602_164&564_146&437_538&475-0_0_14_31_29_25_28-210-190.jpg,155,450,559,586,0.9044241905212402,plate,0.8013
0043-1_0-357&520_452&558-451&558_357&555_358&520_452&523-0_0_5_18_24_24_31-124-10.jpg,351,519,454,556,0.766229510307312,plate,0.8548
0651-14_52-170&472_508&633-508&633_242&565_170&472_436&540-0_0_25_24_2_25_24-112-104.jpg,203,481,474,617,0.9053696990013123,plate,0.6773
0802-0_2-129&504_618&641-615&633_129&641_132&512_618&504-0_0_3_27_31_27_3-148-32.jpg,109,506,615,632,0.9085909128189087,plate,0.8809
0043-3_1-413&505_509&543-508&543_413&538_414&505_509&510-0_0_28_27_29_26_27-96-11.jpg,407,503,511,545,0.7964658141136169,plate,0.8352
0842-7_39-116&480_556&640-485&594_116&640_187&526_556&480-0_0_31_26_7_31_27-23-11.jpg,185,496,506,609,0.8690727353096008,plate,0.5152
0664-4_9-132&460_543&595-543&595_140&560_132&460_535&495-0_7_24_30_30_31_31-193-142.jpg,137,471,525,567,0.6438155174255371,plate,0.6713
0781-26_18-256&393_517&643-517&521_275&643_256&515_498&393-0_0_19_7_32_30_30-139-268.jpg,243,426,504,635,0.9678601622581482,plate,0.7626
0038-2_6-335&483_425&519-420&519_335&516_340&483_425&486-0_0_28_32_32_13_33-154-12.jpg,330,483,425,519,0.7777786254882812,plate,0.9474
0031-1_0-284&451_369&482-369&480_285&482_284&453_368&451-0_0_29_30_15_33_32-117-17.jpg,279,450,370,482,0.7284035086631775,plate,0.9049
0059-13_14-365&445_447&506-447&506_366&487_365&445_446&464-0_7_18_30_30_30_19-141-30.jpg,360,446,446,503,0.8304376006126404,plate,0.8733
0964-3_42-57&482_645&619-645&619_146&591_57&482_556&510-0_0_23_32_30_25_2-101-49.jpg,126,485,625,608,0.8538053035736084,plate,0.7619
0893-0_5-133&441_591&604-576&600_133&604_148&445_591&441-0_0_7_16_25_24_30-35-30.jpg,120,443,575,592,0.9444466233253479,plate,0.8599
0826-18_12-217&290_541&503-541&396_229&503_217&397_529&290-19_16_24_30_24_31_12-137-124.jpg,214,315,524,501,0.9739363789558411,plate,0.8208
0062-2_0-340&426_458&470-458&465_342&470_340&431_456&426-0_0_28_26_32_28_33-122-13.jpg,334,426,460,471,0.8281162977218628,plate,0.9157
0779-4_30-109&443_626&569-626&569_154&535_109&443_581&477-0_0_20_24_33_26_3-84-264.jpg,113,444,615,563,0.8950428366661072,plate,0.917
1281-10_16-175&390_598&643-598&643_193&567_175&390_580&466-0_0_31_29_25_6_30-20-4.jpg,212,471,557,584,0.39103439450263977,plate,0.3643
0056-1_8-327&495_430&541-430&541_332&538_327&495_425&498-0_0_32_32_1_25_31-129-4.jpg,320,496,429,539,0.7537463903427124,plate,0.8704
0922-0_1-171&418_635&584-635&584_175&582_171&418_631&420-0_0_17_9_29_30_24-166-14.jpg,162,434,600,560,0.8136293888092041,plate,0.6916
0824-30_21-3&269_283&515-268&515_3&358_18&269_283&426-0_0_31_31_33_18_26-63-134.jpg,10,287,288,504,0.9507362842559814,plate,0.8467
0757-2_9-225&447_623&606-606&587_225&606_242&466_623&447-0_7_3_8_25_29_33-144-19.jpg,208,463,599,593,0.9055740833282471,plate,0.7424
0047-5_2-452&494_547&536-545&536_452&527_454&494_547&503-0_0_29_13_24_31_26-119-5.jpg,445,494,547,535,0.8080849647521973,plate,0.9107
0051-2_3-326&520_433&560-429&560_326&555_330&520_433&525-0_8_6_29_30_32_6-119-29.jpg,325,521,435,558,0.7503759860992432,plate,0.9016
0663-2_3-215&461_555&624-540&624_215&609_230&461_555&476-0_0_15_6_30_26_31-210-94.jpg,216,480,522,598,0.8846643567085266,plate,0.6515
0868-5_13-145&465_607&622-607&622_160&577_145&465_592&510-18_8_27_27_6_31_31-179-227.jpg,152,475,595,607,0.9241060614585876,plate,0.8062
0969-3_11-72&456_598&610-598&610_89&579_72&456_581&487-0_0_21_29_6_25_25-166-174.jpg,76,466,588,595,0.8773688673973083,plate,0.8154
0769-28_31-233&383_486&637-480&502_233&637_239&518_486&383-0_0_33_31_32_11_33-57-198.jpg,214,406,482,630,0.9547901153564453,plate,0.814
1508-23_21-194&335_577&664-577&498_201&664_194&501_570&335-0_0_0_33_30_24_24-116-234.jpg,165,410,553,636,0.9652896523475647,plate,0.6121
0736-32_35-266&392_499&656-492&512_266&656_273&536_499&392-0_0_20_33_1_33_32-93-277.jpg,247,419,483,649,0.9566755890846252,plate,0.7576
0065-3_19-244&512_347&565-334&559_244&565_257&518_347&512-0_0_6_23_25_25_24-71-17.jpg,239,513,344,559,0.7778245806694031,plate,0.8086
2522-5_7-0&336_719&629-719&629_0&559_0&336_719&406-0_0_32_26_31_9_30-150-117.jpg,218,397,716,602,0.5334117412567139,plate,0.4846
0065-6_11-302&435_409&486-396&486_302&476_315&435_409&445-0_0_4_32_30_32_5-56-10.jpg,299,437,404,484,0.7654278874397278,plate,0.8564
0790-0_1-191&439_640&586-640&586_194&586_191&439_637&439-18_0_29_30_4_30_26-187-69.jpg,188,452,630,575,0.8814480304718018,plate,0.8136
1148-6_22-59&414_495&634-443&590_59&634_111&458_495&414-0_0_17_33_26_24_12-89-52.jpg,33,442,465,622,0.9793517589569092,plate,0.7264
0043-1_1-276&441_372&479-372&477_278&479_276&443_370&441-0_0_22_2_24_24_24-92-10.jpg,268,439,375,480,0.7780675292015076,plate,0.8315
0755-6_33-160&434_598&578-549&532_160&578_209&480_598&434-0_0_29_11_31_29_30-126-154.jpg,152,443,573,568,0.9016211628913879,plate,0.8057
0041-1_0-326&482_420&519-419&519_326&516_327&482_420&485-0_0_24_20_28_31_33-74-23.jpg,320,478,423,518,0.7673925161361694,plate,0.803
1013-28_47-42&351_359&618-359&618_82&469_42&351_319&500-0_0_19_24_26_30_31-69-78.jpg,67,387,357,599,0.946803629398346,plate,0.7264
0054-1_2-286&530_395&572-392&572_286&569_289&530_395&533-0_0_19_32_26_25_32-83-5.jpg,281,530,395,573,0.782759964466095,plate,0.9339
0041-1_3-287&442_381&479-381&479_288&476_287&442_380&445-0_0_1_26_31_32_2-78-5.jpg,282,441,384,478,0.7039157748222351,plate,0.8749
0062-2_9-340&509_456&554-456&554_345&549_340&509_451&514-0_12_22_26_24_32_32-140-5.jpg,337,508,454,554,0.8083131909370422,plate,0.9375
2386-12_28-3&330_622&652-622&652_59&529_3&330_566&453-0_0_23_16_29_26_33-129-305.jpg,52,375,604,601,0.8426982760429382,plate,0.6259
0924-0_2-110&438_539&618-539&618_116&614_110&438_533&442-0_0_18_3_29_31_31-211-93.jpg,124,458,540,602,0.9138294458389282,plate,0.7725
1070-33_23-277&346_543&682-543&527_309&682_277&501_511&346-0_0_16_21_29_32_26-162-54.jpg,280,402,510,632,0.6101698279380798,plate,0.5919
0781-3_12-96&474_569&612-552&585_96&612_113&501_569&474-0_5_6_27_29_27_30-171-39.jpg,95,484,546,601,0.8937938809394836,plate,0.8052
0777-17_13-219&411_531&619-531&524_227&619_219&506_523&411-0_0_4_30_33_25_25-163-43.jpg,200,431,518,608,0.9695383310317993,plate,0.7753
0791-26_46-260&404_539&641-494&526_260&641_305&519_539&404-0_0_17_30_26_30_29-94-72.jpg,272,428,530,612,0.9507138133049011,plate,0.7179
0762-17_19-195&496_504&702-504&702_198&603_195&496_501&595-0_0_24_7_33_27_33-144-287.jpg,203,509,504,685,0.9771569967269897,plate,0.8322
0886-39_25-364&358_614&654-586&654_364&474_392&358_614&538-0_0_5_24_26_30_29-68-363.jpg,381,391,612,651,0.7877243161201477,plate,0.8116
0790-26_17-276&344_536&598-536&479_297&598_276&463_515&344-0_0_26_27_15_25_31-130-218.jpg,265,373,523,596,0.9524704813957214,plate,0.8042
0728-0_0-159&469_597&608-597&608_161&608_159&469_595&469-0_0_16_29_25_33_6-56-141.jpg,150,470,591,604,0.9249340891838074,plate,0.9324
0929-18_39-219&429_572&649-529&544_219&649_262&534_572&429-0_0_3_20_25_30_26-72-282.jpg,211,453,543,632,0.9793527126312256,plate,0.7333
0058-0_0-430&386_546&428-546&426_431&428_430&388_545&386-0_0_10_1_24_31_33-89-11.jpg,420,385,548,432,0.8231725692749023,plate,0.8098
0750-5_20-140&429_555&580-555&580_169&542_140&429_526&467-0_9_18_24_33_29_30-156-58.jpg,147,440,540,572,0.9170033931732178,plate,0.8278
0046-1_1-422&458_521&497-519&497_422&494_424&458_521&461-11_5_29_26_32_4_22-96-5.jpg,407,455,526,499,0.7911778092384338,plate,0.7374
0904-31_43-328&419_592&705-564&558_328&705_356&566_592&419-0_0_33_31_33_14_27-76-133.jpg,322,452,572,673,0.9448935985565186,plate,0.7019
0053-1_10-338&480_441&523-441&523_344&520_338&480_435&483-0_0_10_6_31_24_29-94-13.jpg,336,479,443,522,0.7713848352432251,plate,0.9196
0049-1_0-264&470_369&509-368&509_264&506_265&470_369&473-0_0_29_30_24_16_33-95-7.jpg,261,469,371,510,0.8019574284553528,plate,0.908
1232-40_53-131&376_425&726-425&726_161&504_131&376_395&598-0_0_30_33_33_9_33-58-128.jpg,168,446,417,699,0.8799981474876404,plate,0.6122
0863-7_51-133&439_648&579-648&579_211&520_133&439_570&498-0_0_16_28_23_32_32-48-58.jpg,167,459,622,566,0.7602173089981079,plate,0.6752
0054-1_0-253&444_362&486-361&486_253&483_254&444_362&447-13_2_7_30_26_25_21-99-21.jpg,247,443,363,487,0.764263391494751,plate,0.8969
0716-11_51-135&496_521&651-521&651_217&591_135&496_439&556-0_0_11_31_22_25_24-69-109.jpg,178,505,485,643,0.8565958738327026,plate,0.7081
0782-26_26-239&435_516&671-516&671_239&535_239&435_516&571-1_2_29_20_27_19_33-119-192.jpg,243,452,524,655,0.9707722067832947,plate,0.8272
0045-0_0-248&492_353&528-353&527_248&528_248&493_353&492-0_0_8_31_22_31_28-100-26.jpg,243,490,354,530,0.7918285727500916,plate,0.8514
0089-0_0-282&472_428&523-427&523_282&521_283&472_428&474-0_0_29_30_20_26_24-132-9.jpg,276,471,432,527,0.8187795281410217,plate,0.8523
0036-1_0-324&523_419&555-418&555_324&552_325&523_419&526-0_0_0_32_9_29_29-51-3.jpg,312,517,425,559,0.7414731383323669,plate,0.6405
