file,pred_xmin,pred_ymin,pred_xmax,pred_ymax,confidence,class,iou
0461-18_37-220&444_451&611-451&611_254&545_220&444_417&510-0_0_27_22_29_29_30-31-4.jpg,239,475,429,580,0.8389749526977539,plate,0.5171
0099-2_4-372&439_520&495-514&495_372&490_378&439_520&444-10_0_10_24_29_15_24-17-4.jpg,367,440,516,494,0.8297237753868103,plate,0.9086
0072-4_1-316&474_433&526-433&518_320&526_316&482_429&474-0_0_7_11_30_33_25-50-3.jpg,308,474,429,525,0.8137251138687134,plate,0.8877
0424-1_21-215&426_540&535-540&535_252&528_215&426_503&433-0_0_22_23_26_26_29-23-4.jpg,233,439,515,517,0.8454298377037048,plate,0.6209
0261-2_2-299&361_536&453-536&441_299&453_299&373_536&361-0_0_0_32_27_24_1-120-5.jpg,294,376,525,441,0.7918736338615417,plate,0.6638
0116-3_10-306&524_418&611-408&605_306&611_316&530_418&524-0_0_7_1_26_24_29-110-6.jpg,302,532,412,608,0.8575676679611206,plate,0.8018
0211-0_9-261&480_490&557-490&557_272&554_261&480_479&483-0_0_11_30_31_31_25-128-4.jpg,266,483,478,550,0.8439776301383972,plate,0.8055
0344-2_9-95&492_383&592-383&580_114&592_95&504_364&492-0_0_11_7_30_31_33-131-4.jpg,104,500,366,578,0.857702374458313,plate,0.7096
0054-0_1-265&488_373&530-373&530_266&529_265&488_372&489-0_0_9_6_31_25_31-165-5.jpg,266,489,370,526,0.7704469561576843,plate,0.8483
0301-0_9-244&498_506&594-506&594_258&590_244&498_492&502-0_0_25_29_28_27_32-69-6.jpg,247,504,498,588,0.8695792555809021,plate,0.8383
0135-8_5-328&467_475&544-472&544_328&523_331&467_475&488-0_0_23_2_30_24_31-104-4.jpg,328,477,474,538,0.832661509513855,plate,0.7868
025-3_7-270&529_502&619-502&619_276&607_270&529_496&541-0_0_26_24_21_33_24-37-5.jpg,275,538,494,602,0.5831483006477356,plate,0.6713
0307-11_0-235&479_458&594-458&553_250&594_235&520_443&479-0_0_1_11_30_32_32-144-4.jpg,244,499,439,580,0.826316773891449,plate,0.6159
0291-1_2-253&468_494&569-487&569_253&561_260&468_494&476-0_0_9_25_27_27_23-79-4.jpg,245,473,487,565,0.8732579946517944,plate,0.8585
0231-0_4-231&512_500&584-500&584_237&584_231&512_494&512-0_0_20_33_27_30_5-48-2.jpg,240,513,485,583,0.818092405796051,plate,0.8855
0257-5_4-238&460_455&559-455&538_239&559_238&481_454&460-0_0_26_32_29_10_25-141-4.jpg,235,471,448,551,0.8658246397972107,plate,0.7734
0240-0_7-225&491_473&572-473&571_236&572_225&492_462&491-10_0_7_26_29_26_6-72-5.jpg,229,492,468,574,0.8687703609466553,plate,0.9297
0719-7_22-203&473_586&630-557&584_203&630_232&519_586&473-0_0_20_25_10_28_32-67-5.jpg,196,487,557,618,0.9014552235603333,plate,0.7596
